cp,colonia,tipo,municipio,estado,ciudad,ZONA,,,,,,,,,,,,,,,,,,,Caliente
48330,Lázaro Cárdenas,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Tibio,,,,,,,,,,,,,,,,,,,
48330,Olímpica,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Tibio,,,,,,,,,,,,,,,,,,,
48333,Las Glorias,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Tibio,,,,,,,,,,,,,,,,,,,
48333,Los Tules,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Tibio,,,,,,,,,,,,,,,,,,,
48333,Zona Hotelera Norte,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Caliente,,,,,,,,,,,,,,,,,,,
48333,Zona Hotelera Sur,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Caliente,,,,,,,,,,,,,,,,,,,
48333,Terminal Marítima,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Tibio,,,,,,,,,,,,,,,,,,,
48334,Marina Sol,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Caliente,,,,,,,,,,,,,,,,,,,
48334,Puerto Iguanas,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Tibio,,,,,,,,,,,,,,,,,,,
48335,Villa las Flores,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Tibio,,,,,,,,,,,,,,,,,,,
48335,Marina Vallarta,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Caliente,,,,,,,,,,,,,,,,,,,
48335,Bocanegra,Fraccionamiento,Puerto Vallarta,Jalisco,Puerto Vallarta,Caliente,,,,,,,,,,,,,,,,,,,
48338,Villas Primavera,Unidad habitacional,Puerto Vallarta,Jalisco,Puerto Vallarta,Caliente,,,,,,,,,,,,,,,,,,,
48338,Educación,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Tibio,,,,,,,,,,,,,,,,,,,
48338,La Aurora,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Tibio,,,,,,,,,,,,,,,,,,,
48338,El Carmen,Fraccionamiento,Puerto Vallarta,Jalisco,Puerto Vallarta,Caliente,,,,,,,,,,,,,,,,,,,
48339,Puerto Vallarta (Lic. Gustavo Díaz Ordaz),Aeropuerto,Puerto Vallarta,Jalisco,Puerto Vallarta,Tibio,,,,,,,,,,,,,,,,,,,
48340,Agua Azul,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Tibio,,,,,,,,,,,,,,,,,,,
48340,Bugambilias,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Tibio,,,,,,,,,,,,,,,,,,,
48340,Herradura,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Tibio,,,,,,,,,,,,,,,,,,,
48340,Lopez Mateos,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Tibio,,,,,,,,,,,,,,,,,,,
48343,Campestre las Palmas,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Caliente,,,,,,,,,,,,,,,,,,,
48343,La Pedrera,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Tibio,,,,,,,,,,,,,,,,,,,
48343,Ramblases,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Tibio,,,,,,,,,,,,,,,,,,,
48343,Lomas Del Pedregal,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Tibio,,,,,,,,,,,,,,,,,,,
48344,Jardines,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Tibio,,,,,,,,,,,,,,,,,,,
48344,La Moderna,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Tibio,,,,,,,,,,,,,,,,,,,
48344,Ojo de Agua,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Tibio,,,,,,,,,,,,,,,,,,,
48344,Presidentes Municipales,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Tibio,,,,,,,,,,,,,,,,,,,
48344,Santa Maria,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Tibio,,,,,,,,,,,,,,,,,,,
48344,Del Mar,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Tibio,,,,,,,,,,,,,,,,,,,
48344,Linda Vista Océano,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Tibio,,,,,,,,,,,,,,,,,,,
48350,5 de Diciembre,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Tibio,,,,,,,,,,,,,,,,,,,
48353,Gastronómicos,Unidad habitacional,Puerto Vallarta,Jalisco,Puerto Vallarta,Tibio,,,,,,,,,,,,,,,,,,,
48360,El Caloso,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Tibio,,,,,,,,,,,,,,,,,,,
48360,Las Canoas,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Tibio,,,,,,,,,,,,,,,,,,,
48360,Las Peñas,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Tibio,,,,,,,,,,,,,,,,,,,
48370,Buenos Aires,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Tibio,,,,,,,,,,,,,,,,,,,
48373,Paso Ancho,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Tibio,,,,,,,,,,,,,,,,,,,
48373,Paso Del Molino,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Tibio,,,,,,,,,,,,,,,,,,,
48380,Altavista,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Tibio,,,,,,,,,,,,,,,,,,,
48380,Emiliano Zapata,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Tibio,,,,,,,,,,,,,,,,,,,
48389,Benito Juárez,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Tibio,,,,,,,,,,,,,,,,,,,
48389,El Remance,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Tibio,,,,,,,,,,,,,,,,,,,
48399,Amapas,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Tibio,,,,,,,,,,,,,,,,,,,
48399,Conchas Chinas,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Caliente,,,,,,,,,,,,,,,,,,,
48399,El Nogalito,Colonia,Puerto Vallarta,Jalisco,Puerto Vallarta,Tibio,,,,,,,,,,,,,,,,,,,
48400,Llano de los Laureles,Colonia,Cabo Corrientes,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48400,El Tuito,Pueblo,Cabo Corrientes,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
48400,La Hermita,Colonia,Cabo Corrientes,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48410,La Sauceda,Ranchería,Cabo Corrientes,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48413,Zicatán,Ranchería,Cabo Corrientes,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48414,Los Corrales,Ranchería,Cabo Corrientes,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48415,Chimo,Ranchería,Cabo Corrientes,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48416,Llano Grande de Ipala,Ranchería,Cabo Corrientes,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48417,Naranjitos (Arroyo Seco),Pueblo,Cabo Corrientes,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48417,Maito,Pueblo,Cabo Corrientes,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48417,Tehuamixtle (Tehualmixtle),Ranchería,Cabo Corrientes,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48417,Aquiles Serdán,Ranchería,Cabo Corrientes,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48419,Ipala,Ranchería,Cabo Corrientes,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48419,Peregrina de Gómez (La Boquita),Ranchería,Cabo Corrientes,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48419,Villa del Mar,Ranchería,Cabo Corrientes,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48420,El Refugio Suchitlán (La Congregación),Pueblo,Cabo Corrientes,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48422,Yelapa,Ranchería,Cabo Corrientes,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
48423,Ixtlahuahuey,Ranchería,Cabo Corrientes,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48424,Quimixto,Ranchería,Cabo Corrientes,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
48425,Las Juntas y los Veranos,Pueblo,Cabo Corrientes,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
48426,Pedro Moreno,Ranchería,Cabo Corrientes,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48426,El Columpio,Ranchería,Cabo Corrientes,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48426,La Ciénega,Ranchería,Cabo Corrientes,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48427,Chacala,Pueblo,Cabo Corrientes,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48428,Las Guásimas,Ranchería,Cabo Corrientes,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48430,Paulo,Ranchería,Cabo Corrientes,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48432,Potrerillos del Tuito,Ranchería,Cabo Corrientes,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48432,Los Plátanos,Rancho,Cabo Corrientes,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48433,Bioto,Ranchería,Cabo Corrientes,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48445,Provincia (Los Húmedos),Ranchería,Cabo Corrientes,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48447,El Rincón de los Olotes (El Rincón),Rancho,Cabo Corrientes,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48447,Las Juntas del Tuito (Puente la Puchiteca),Ranchería,Cabo Corrientes,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48448,Santa Cruz del Tuito,Ranchería,Cabo Corrientes,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48450,Indígena,Colonia,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48450,Azteca,Colonia,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48450,Las Primaveras,Colonia,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48450,Gargantillo (La Hacienda),Hacienda,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48450,Nuevo Santiago,Hacienda,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48450,Centro Tomatlán,Colonia,Tomatlán,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
48450,Presa Cajón de Peña (La Presa),Ranchería,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48451,Las Partidas,Ranchería,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48453,El Corrido,Ranchería,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48453,La Piedra Pintada,Ranchería,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48455,La Gloria,Ejido,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48456,Nahuapa,Ranchería,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48456,José María Pino Suárez (Nuevo Nahuapa),Pueblo,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48456,El Naranjo,Ranchería,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48457,Las Lomas (Las Lomas de Malobaco),Rancho,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48457,Teocinte (Teocintle),Ranchería,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48458,El Tigre,Ranchería,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48460,La Cruz de Loreto,Ranchería,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48461,Piloto (Corralito de Piloto),Ranchería,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48462,El Realito,Ranchería,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48464,Pochotitán,Ranchería,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48464,El Mapache,Ranchería,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48464,Crucero del Aval,Paraje,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48465,El Tule,Ejido,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48466,Tequesquite,Ranchería,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48470,San Rafael de los Moreno,Ranchería,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48473,Cimarronas,Ranchería,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48473,El Ocotillo,Rancho,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48475,Llano Grande,Congregación,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48475,Santa Gertrudis,Ranchería,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48479,Cabrel,Ranchería,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48480,Campo Acosta,Ranchería,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48481,La Cumbre,Ranchería,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48481,Valle de Majahuas (El Poblado),Ranchería,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48481,La Pintada,Ranchería,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48485,Emiliano Zapata Yautepec (Agua Zarca),Ranchería,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48485,Lázaro Cárdenas (La Nancy),Ranchería,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48486,El Aserradero,Ranchería,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48490,Higuera Blanca,Pueblo,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48491,Palmillas,Ranchería,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48495,José María Morelos,Ranchería,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48496,Puentecillas,Ranchería,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48499,El Limón,Ranchería,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48499,Llano del Toro,Ranchería,Tomatlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48500,La Ascensión,Colonia,Cocula,Jalisco,Cocula,Tibio,,,,,,,,,,,,,,,,,,,
48500,Santiago,Colonia,Cocula,Jalisco,Cocula,Tibio,,,,,,,,,,,,,,,,,,,
48500,Villas de la Ascensión,Fraccionamiento,Cocula,Jalisco,Cocula,Caliente,,,,,,,,,,,,,,,,,,,
48500,San Juan,Barrio,Cocula,Jalisco,Cocula,Tibio,,,,,,,,,,,,,,,,,,,
48500,De la Cruz,Barrio,Cocula,Jalisco,Cocula,Tibio,,,,,,,,,,,,,,,,,,,
48500,Hacienda La Cruz,Fraccionamiento,Cocula,Jalisco,Cocula,Caliente,,,,,,,,,,,,,,,,,,,
48500,Cocula Centro,Colonia,Cocula,Jalisco,Cocula,Tibio,,,,,,,,,,,,,,,,,,,
48500,San Pedro,Barrio,Cocula,Jalisco,Cocula,Tibio,,,,,,,,,,,,,,,,,,,
48502,La Rinconada,Colonia,Cocula,Jalisco,Cocula,Tibio,,,,,,,,,,,,,,,,,,,
48503,Lomas de Cocula,Colonia,Cocula,Jalisco,Cocula,Tibio,,,,,,,,,,,,,,,,,,,
48503,Villa de Casares,Colonia,Cocula,Jalisco,Cocula,Tibio,,,,,,,,,,,,,,,,,,,
48504,La Guitarrilla,Colonia,Cocula,Jalisco,Cocula,Tibio,,,,,,,,,,,,,,,,,,,
48504,Lázaro Cárdenas,Colonia,Cocula,Jalisco,Cocula,Tibio,,,,,,,,,,,,,,,,,,,
48506,Santa Teresa,Ejido,Cocula,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48507,El Chivatillo (San Isidro),Ranchería,Cocula,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48508,El Saucillo,Ranchería,Cocula,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48509,Camajapa,Congregación,Cocula,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48509,Santa Rosa,Ranchería,Cocula,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48510,Agua Caliente,Ejido,Cocula,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48510,Camichines,Ejido,Cocula,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48512,San Pablo,Ejido,Cocula,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48520,La Estanzuela,Ejido,Cocula,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48520,La Sauceda,Ejido,Cocula,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48520,San Nicolás,Ejido,Cocula,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48525,Tateposco (San José Tateposco),Ejido,Cocula,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48526,La Puerta del Borrego,Ejido,Cocula,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48530,La Cofradia de la Luz,Ejido,Cocula,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48532,Santa Maria,Ejido,Cocula,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48540,Las Calaveras (Ejido Tenextitlán),Colonia,Tecolotlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48540,Tecolotlán,Pueblo,Tecolotlán,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
48542,Cofradía de Duendes,Ranchería,Tecolotlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48546,Quila,Pueblo,Tecolotlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48550,Palo Alto,Congregación,Tecolotlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48553,El Rodeo Viejo (El Copal Colorado),Pueblo,Tecolotlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48554,Ojo de Agua,Hacienda,Tecolotlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48555,Villegas,Ranchería,Tecolotlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48556,Los Ailes,Ranchería,Tecolotlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48558,Ambrosio,Ranchería,Tecolotlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48559,Quililla,Ranchería,Tecolotlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48560,Ayotitlán,Congregación,Tecolotlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48563,Caleras Cruz de Mayo (Calfinas),Ranchería,Tecolotlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48563,Tamazulita,Congregación,Tecolotlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48564,San Rafael,Ranchería,Tecolotlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48568,San Jose,Ranchería,Tecolotlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48569,San Buenaventura,Congregación,Tecolotlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48570,El Ranchito,Colonia,Tenamaxtlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48570,La Ladera,Colonia,Tenamaxtlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48570,Tenamaxtlan,Pueblo,Tenamaxtlán,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
48575,La Florida,Ranchería,Tenamaxtlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48577,Juanacatlan,Ejido,Tenamaxtlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48580,Miraplanes,Ejido,Tenamaxtlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48585,Los Encinos,Ejido,Tenamaxtlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48590,Palo Blanco,Ejido,Tenamaxtlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48592,El Salatillo,Colonia,Tenamaxtlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48592,Colotitlán,Ejido,Tenamaxtlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48595,San Ignacio,Ejido,Tenamaxtlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48600,Juchitlán,Pueblo,Juchitlán,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
48600,Los Corrales (Villa de Guadalupe),Colonia,Juchitlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48605,Cofradía de Abajo,Ranchería,Juchitlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48610,Santa Maria,Pueblo,Juchitlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48614,Los Ojos de Agua,Ranchería,Juchitlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48615,Camichines,Ranchería,Juchitlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48620,La Tinaja,Ranchería,Juchitlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48625,Las Juntas,Ranchería,Juchitlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48628,Rancho Viejo,Ranchería,Juchitlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48630,Los Guajes,Ejido,Juchitlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48634,Agua Escondida,Ranchería,Juchitlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48635,El Aguacate de Arriba,Pueblo,Juchitlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48640,Chiquilistlan,Pueblo,Chiquilistlán,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
48644,Cítala,Rancho,Chiquilistlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48650,Jalpa,Pueblo,Chiquilistlán,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
48654,La Cofradia de Jalpa,Ranchería,Chiquilistlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48655,Comala y Agua Puerca,Ranchería,Chiquilistlán,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48670,La Labor,Ranchería,Ejutla,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48679,San Lorenzo,Ranchería,Ejutla,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48680,La Cruz,Colonia,Ejutla,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48680,Ejutla,Pueblo,Ejutla,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
48685,Amacuautitlanejo,Ranchería,Ejutla,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48686,El Estanco,Ranchería,Ejutla,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48687,Mesa de San Nicolás,Ranchería,Ejutla,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48687,Los Naranjos de Abajo,Colonia,Ejutla,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48687,Cuyotomate,Colonia,Ejutla,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48700,El Limón,Pueblo,El Limón,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
48708,El Palmar de San Antonio,Congregación,El Limón,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48710,San Roque,Ranchería,El Limón,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48715,San Miguel Hidalgo,Congregación,El Limón,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48720,La Ciénega,Congregación,El Limón,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48725,San Juan de Amula,Pueblo,El Limón,Jalisco,,Tibio,,,,,,,,,,,,,,,,,,,
48730,San Buenaventura,Congregación,El Limón,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48739,El Rodeo,Ranchería,El Limón,Jalisco,,Frio,,,,,,,,,,,,,,,,,,,
48740,San Pedro,Colonia,El Grullo,Jalisco,El Grullo,Tibio,,,,,,,,,,,,,,,,,,,
48740,El Grullo Centro,Colonia,El Grullo,Jalisco,El Grullo,Tibio,,,,,,,,,,,,,,,,,,,
48742,Senderos del Manantial,Fraccionamiento,El Grullo,Jalisco,El Grullo,Caliente,,,,,,,,,,,,,,,,,,,
48742,El Pedregal,Fraccionamiento,El Grullo,Jalisco,El Grullo,Caliente,,,,,,,,,,,,,,,,,,,
48742,Charco de los Adobes,Colonia,El Grullo,Jalisco,El Grullo,Tibio,,,,,,,,,,,,,,,,,,,
48742,El Cerrito,Colonia,El Grullo,Jalisco,El Grullo,Tibio,,,,,,,,,,,,,,,,,,,
48742,Pocito Santo,Colonia,El Grullo,Jalisco,El Grullo,Tibio,,,,,,,,,,,,,,,,,,,
48742,Mirador del Rosal,Colonia,El Grullo,Jalisco,El Grullo,Caliente,,,,,,,,,,,,,,,,,,,
48743,Jardines de Manantlán,Colonia,El Grullo,Jalisco,El Grullo,Caliente,,,,,,,,,,,,,,,,,,,
48743,Oriente 2da. Sección,Colonia,El Grullo,Jalisco,El Grullo,Tibio,,,,,,,,,,,,,,,,,,,
48743,Oriente 1ra. Sección,Colonia,El Grullo,Jalisco,El Grullo,Tibio,,,,,,,,,,,,,,,,,,,
48743,Del Sur,Colonia,El Grullo,Jalisco,El Grullo,Tibio,,,,,,,,,,,,,,,,,,,
48743,La Quinta,Colonia,El Grullo,Jalisco,El Grullo,Tibio,,,,,,,,,,,,,,,,,,,
48743,Las Flores,Colonia,El Grullo,Jalisco,El Grullo,Tibio,,,,,,,,,,,,,,,,,,,
48743,Teposilama,Colonia,El Grullo,Jalisco,El Grullo,Tibio,,,,,,,,,,,,,,,,,,,
48744,La Noria,Fraccionamiento,El Grullo,Jalisco,El Grullo,Caliente,,,,,,,,,,,,,,,,,,,
48744,Palma Sola,Colonia,El Grullo,Jalisco,El Grullo,Tibio,,,,,,,,,,,,,,,,,,,
48744,Juan Canal,Fraccionamiento,El Grullo,Jalisco,El Grullo,Caliente,,,,,,,,,,,,,,,,,,,
48744,Lomas del Valle,Fraccionamiento,El Grullo,Jalisco,El Grullo,Caliente,,,,,,,,,,,,,,,,,,,
48744,Colomitos,Fraccionamiento,El Grullo,Jalisco,El Grullo,Caliente,,,,,,,,,,,,,,,,,,,
48744,Juaquiniquil,Fraccionamiento,El Grullo,Jalisco,El Grullo,Caliente,,,,,,,,,,,,,,,,,,,
48744,Residencial,Fraccionamiento,El Grullo,Jalisco,El Grullo,Caliente,,,,,,,,,,,,,,,,,,,
48744,Ixtlán,Colonia,El Grullo,Jalisco,El Grullo,Tibio,,,,,,,,,,,,,,,,,,,
48744,Colomos,Fraccionamiento,El Grullo,Jalisco,El Grullo,Caliente,,,,,,,,,,,,,,,,,,,
48744,Laureles,Fraccionamiento,El Grullo,Jalisco,El Grullo,Caliente,,,,,,,,,,,,,,,,,,,
